1. uncorreted dist,2. corrected dist,3. IMU dist,3. LiDAR GT 
19.25,4.79,15.95,0.0
19.16,4.75,16.2,0.0
17.81,4.79,16.26,0.0
15.99,4.83,15.86,0.0
15.99,4.83,15.86,0.0
17.72,4.84,15.74,0.0
19.04,4.79,15.89,0.0
17.98,4.77,16.09,0.0
16.07,4.92,15.86,0.0
15.69,4.91,15.41,0.0
15.69,4.91,15.41,0.0
17.75,4.83,15.56,0.0
17.97,4.81,15.49,0.0
17.97,4.81,15.49,0.0
16.52,4.89,15.4,0.0
16.96,4.93,15.35,0.0
18.16,4.84,15.63,0.0
19.73,4.81,15.81,0.0
19.14,4.81,16.11,0.0
18.42,4.79,15.6,0.0
18.99,4.74,15.71,0.0
19.31,4.75,15.7,0.0
19.47,4.75,16.03,0.0
19.16,4.74,15.97,0.0
17.42,4.85,15.02,0.0
19.32,4.67,19.12,0.0
18.51,18.51,18.51,0.0
19.36,4.68,18.92,0.0
19.36,4.65,19.14,0.0
18.18,18.18,18.18,0.0
18.25,18.25,18.25,0.0
19.04,4.71,17.74,0.0
20.14,4.71,17.6,0.0
22.87,4.54,19.63,0.0
23.29,4.55,19.82,0.0
22.72,4.55,19.52,0.0
22.29,4.56,19.56,0.0
22.29,4.56,19.56,0.0
19.01,4.71,17.74,0.0
18.26,4.7,17.44,0.0
17.93,4.7,17.21,0.0
17.93,4.7,17.21,0.0
18.66,4.71,17.07,0.0
18.78,4.71,16.98,0.0
18.78,4.7,16.5,0.0
19.01,4.68,16.83,0.0
18.97,4.65,16.65,0.0
18.81,4.65,16.52,0.0
18.3,4.67,16.44,0.0
18.3,4.67,16.44,0.0
18.3,4.67,16.44,0.0
16.75,4.73,15.9,0.0
16.75,4.73,15.9,0.0
16.5,4.71,15.82,0.0
16.56,4.75,16.34,0.0
15.91,4.75,16.53,0.0
13.73,4.84,16.36,0.0
12.87,4.81,15.57,0.0
12.68,4.89,15.57,0.0
13.28,4.8,14.36,0.0
15.76,4.75,15.13,0.0
18.91,4.67,15.5,0.0
18.91,4.67,15.5,0.0
27.13,4.5,15.38,0.0
37.16,4.42,16.42,0.0
44.88,4.35,17.73,0.0
40.19,4.35,17.51,0.0
40.19,4.35,17.51,0.0
19.78,4.57,18.59,0.0
19.78,4.57,18.59,0.0
19.78,4.57,18.59,0.0
19.78,4.57,18.59,0.0
19.78,4.57,18.59,0.0
19.78,4.57,18.59,0.0
17.32,4.64,17.68,0.0
17.32,4.64,17.68,0.0
19.05,4.58,17.85,0.0
19.05,4.58,17.85,0.0
19.23,4.64,16.74,0.0
19.83,4.61,16.92,0.0
19.41,4.66,16.87,0.0
18.72,4.66,17.37,0.0
18.25,4.62,17.41,0.0
17.43,4.65,16.85,0.0
17.84,4.61,16.89,0.0
18.59,4.64,16.41,0.0
18.95,4.65,16.3,0.0
19.32,4.67,16.09,0.0
19.5,4.66,16.21,0.0
19.27,4.68,16.06,0.0
19.25,4.69,15.95,0.0
19.4,4.66,16.37,0.0
19.4,4.66,16.37,0.0
17.81,4.7,16.85,0.0
15.99,4.8,15.86,0.0
15.65,4.83,14.79,0.0
18.67,4.72,15.64,0.0
18.59,4.74,16.57,0.0
18.59,4.74,16.57,0.0
15.69,4.86,15.41,0.0
15.69,4.86,15.41,0.0
18.05,4.78,15.64,0.0
17.92,4.8,15.31,0.0
17.92,4.8,15.31,0.0
16.62,4.89,15.49,0.0
16.96,4.91,15.08,0.0
18.16,4.82,15.63,0.0
18.16,4.82,15.63,0.0
19.73,4.81,16.03,0.0
18.89,4.84,15.93,0.0
18.89,4.84,15.93,0.0
18.76,4.77,15.7,0.0
19.21,4.77,15.69,0.0
19.47,4.77,15.89,0.0
19.47,4.77,15.89,0.0
19.04,4.76,16.03,0.0
19.04,4.76,16.03,0.0
19.13,4.68,16.43,0.0
19.13,4.68,16.43,0.0
19.14,4.61,18.94,0.0
19.3,4.65,18.87,0.0
19.37,4.64,19.15,0.0
18.18,18.18,18.18,0.0
18.25,4.63,17.98,0.0
19.04,4.66,17.21,0.0
22.18,4.53,18.61,0.0
23.19,4.53,19.32,0.0
23.28,4.49,19.61,0.0
22.84,4.47,19.53,0.0
22.77,4.48,19.56,0.0
22.77,4.48,19.56,0.0
19.92,4.64,18.1,0.0
19.01,4.67,17.92,0.0
19.01,4.67,17.92,0.0
17.78,4.73,16.98,0.0
18.59,4.72,17.19,0.0
18.78,4.73,16.98,0.0
18.81,4.75,16.68,0.0
18.81,4.7,16.59,0.0
18.97,4.7,16.72,0.0
18.97,4.7,16.72,0.0
18.97,4.72,16.72,0.0
18.97,4.72,16.72,0.0
18.51,4.71,16.61,0.0
18.12,4.7,16.53,0.0
17.59,4.72,16.33,0.0
17.38,4.69,16.46,0.0
16.75,4.74,15.96,0.0
16.5,4.74,15.73,0.0
16.34,4.73,16.13,0.0
13.97,4.84,16.08,0.0
12.77,4.87,15.7,0.0
12.68,4.91,15.57,0.0
15.13,4.79,18.03,0.0
15.13,4.79,18.03,0.0
19.39,4.66,15.82,0.0
19.39,4.66,15.82,0.0
27.13,4.53,15.38,0.0
44.02,4.41,17.6,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
43.91,4.37,18.16,0.0
17.58,4.61,17.41,0.0
18.79,4.67,17.25,0.0
19.32,4.68,17.33,0.0
19.33,4.68,16.81,0.0
19.4,4.75,18.08,0.0
18.63,4.75,17.78,0.0
17.78,4.84,16.98,0.0
18.59,4.75,17.02,0.0
18.78,4.77,17.01,0.0
18.78,4.77,17.01,0.0
18.99,4.78,16.82,0.0
18.99,4.78,16.82,0.0
18.85,4.76,16.54,0.0
18.85,4.76,16.54,0.0
18.3,4.76,16.44,0.0
17.97,4.82,16.65,0.0
17.51,4.83,16.57,0.0
16.7,4.88,15.92,0.0
16.72,4.88,16.02,0.0
16.46,4.89,15.78,0.0
16.46,4.89,15.7,0.0
16.49,4.89,15.81,0.0
16.34,4.87,16.13,0.0
14.79,4.94,16.28,0.0
13.97,4.99,16.08,0.0
13.09,5.03,15.9,0.0
12.77,5.04,15.7,0.0
12.76,5.04,15.69,0.0
15.76,4.88,14.54,0.0
20.09,4.78,16.28,0.0
37.16,4.52,16.11,0.0
36.76,4.47,18.17,0.0
36.76,4.47,18.17,0.0
36.76,4.47,18.17,0.0
36.76,4.47,18.17,0.0
17.36,4.79,17.73,0.0
18.35,4.76,17.23,0.0
19.32,4.78,17.33,0.0
19.83,4.86,16.92,0.0
18.41,4.88,17.11,0.0
17.43,4.9,15.75,0.0
19.2,4.94,16.49,0.0
19.44,4.93,16.17,0.0
19.16,4.96,15.89,0.0
19.16,4.96,15.89,0.0
15.65,5.11,15.53,0.0
18.34,4.97,16.79,0.0
18.34,4.97,16.79,0.0
15.75,5.09,15.46,0.0
17.92,5.05,15.54,0.0
18.76,4.94,16.16,0.0
16.95,5.07,15.63,0.0
16.62,5.08,15.34,0.0
16.96,5.12,15.08,0.0
18.16,5.03,17.17,0.0
20.77,4.87,19.25,0.0
20.36,4.9,19.1,0.0
20.43,4.9,18.83,0.0
19.91,4.93,18.6,0.0
19.91,4.93,18.6,0.0
20.39,4.88,19.45,0.0
20.31,4.9,19.5,0.0
20.37,4.91,19.56,0.0
20.19,4.93,19.38,0.0
19.78,4.97,19.02,0.0
19.77,19.77,19.77,0.0
19.36,4.95,18.92,0.0
19.3,4.97,18.87,0.0
19.19,19.19,19.19,0.0
18.18,18.18,18.18,0.0
18.17,4.99,17.91,0.0
19.04,5.03,17.74,0.0
19.04,5.03,17.74,0.0
22.18,4.94,18.49,0.0
23.22,4.88,19.56,0.0
23.22,4.88,19.56,0.0
22.95,4.87,19.69,0.0
22.77,4.87,19.56,0.0
22.29,4.93,19.56,0.0
22.29,4.93,19.56,0.0
19.01,5.02,17.74,0.0
18.63,4.99,17.59,0.0
17.93,5.08,17.3,0.0
17.97,5.04,16.88,0.0
18.75,5.04,16.98,0.0
18.82,5.05,16.86,0.0
18.92,5.06,16.76,0.0
18.97,5.05,16.72,0.0
19.01,5.04,16.83,0.0
18.97,5.0,16.65,0.0
20.34,4.87,17.67,0.0
19.78,19.78,19.78,0.0
19.78,19.78,19.78,0.0
19.13,19.71,20.19,0.0
19.13,19.71,20.19,0.0
19.36,19.95,19.73,0.0
19.22,19.69,19.8,0.0
18.25,18.87,18.78,0.0
20.47,18.64,18.58,0.0
23.35,20.23,20.64,0.0
22.29,19.81,20.13,0.0
19.92,18.5,19.02,0.0
18.37,17.16,17.61,0.0
18.81,17.02,17.45,0.0
18.97,16.97,17.32,0.0
18.97,17.05,17.34,0.0
18.12,16.78,16.79,0.0
17.51,16.91,16.98,0.0
16.55,16.41,16.33,0.0
16.34,16.61,16.19,0.0
15.34,16.54,20.95,0.0
15.34,16.54,20.95,0.0
18.58,16.91,16.19,0.0
27.13,17.51,18.08,0.0
44.67,18.31,18.1,0.0
36.76,18.68,21.28,0.0
36.76,18.68,21.28,0.0
36.76,18.68,21.28,0.0
17.32,17.6,18.06,0.0
17.32,17.6,18.06,0.0
19.19,16.97,17.89,0.0
19.77,16.4,17.5,0.0
19.11,16.25,17.9,0.0
18.41,16.28,18.23,0.0
16.86,16.86,16.86,0.0
16.86,16.86,16.86,0.0
19.02,15.94,17.19,0.0
19.02,15.94,17.19,0.0
19.32,15.36,16.74,0.0
19.5,15.46,16.77,0.0
19.19,15.33,16.48,0.0
19.48,15.65,16.76,0.0
19.48,15.65,16.76,0.0
17.81,15.74,17.44,0.0
15.99,15.41,16.41,0.0
15.78,15.78,15.78,0.0
17.72,15.81,16.29,0.0
18.99,15.48,16.48,0.0
17.98,15.72,16.67,0.0
15.75,15.12,16.15,0.0
15.75,14.99,15.99,0.0
17.69,15.42,16.42,0.0
17.92,15.1,15.97,0.0
18.76,15.77,16.79,0.0
18.76,15.77,16.79,0.0
16.62,15.14,15.8,0.0
18.05,15.47,16.54,0.0
20.0,16.55,17.61,0.0
20.48,16.55,19.99,0.0
20.48,16.55,19.99,0.0
20.27,15.93,19.48,0.0
20.28,15.94,19.57,0.0
20.34,20.34,20.34,0.0
20.34,20.34,20.34,0.0
20.36,20.36,20.36,0.0
20.09,20.09,20.09,0.0
19.77,15.92,20.38,0.0
19.36,16.11,20.31,0.0
19.36,16.11,20.31,0.0
19.22,15.56,19.8,0.0
18.33,15.11,19.08,0.0
19.32,16.0,19.93,0.0
19.32,16.0,19.93,0.0
20.14,14.94,18.31,0.0
22.85,15.56,19.99,0.0
23.26,15.69,20.32,0.0
23.28,15.85,20.68,0.0
22.6,15.97,20.29,0.0
20.82,15.22,19.3,0.0
18.26,14.3,17.8,0.0
18.26,14.3,17.8,0.0
17.78,14.63,17.53,0.0
18.37,14.79,17.61,0.0
18.82,14.69,17.63,0.0
18.82,14.69,17.63,0.0
18.89,14.42,17.25,0.0
19.01,14.76,17.43,0.0
18.99,14.87,17.35,0.0
18.97,14.99,17.32,0.0
18.81,14.95,17.26,0.0
18.3,14.84,17.1,0.0
17.59,14.75,16.83,0.0
16.65,14.5,16.34,0.0
16.72,14.64,16.57,0.0
16.72,14.64,16.57,0.0
15.91,14.67,17.14,0.0
13.73,13.68,15.48,0.0
13.73,13.68,15.48,0.0
12.77,14.46,16.29,0.0
12.76,14.49,16.28,0.0
13.63,14.45,15.28,0.0
13.63,14.45,15.28,0.0
18.13,14.86,16.46,0.0
18.91,14.69,16.01,0.0
19.39,14.66,15.12,0.0
19.39,14.66,15.12,0.0
36.84,15.29,17.05,0.0
44.02,15.67,18.0,0.0
43.03,16.07,18.66,0.0
43.03,16.07,18.66,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
22.28,15.66,20.77,0.0
17.58,15.28,18.35,0.0
18.35,18.35,18.35,0.0
19.01,15.0,17.91,0.0
19.05,14.9,17.66,0.0
19.55,14.55,17.44,0.0
19.83,14.44,17.54,0.0
7.09,6.04,5.87,0.0
7.58,6.37,6.21,0.0
7.18,6.06,5.94,0.0
8.04,6.63,6.54,0.0
8.0,6.6,6.54,0.0
8.0,6.6,6.54,0.0
8.2,6.83,6.8,0.0
8.3,6.95,6.9,0.0
7.82,6.64,6.57,0.0
7.82,6.64,6.57,0.0
8.68,7.11,7.03,0.0
8.75,7.11,7.06,0.0
8.96,7.24,7.19,0.0
8.97,7.25,7.19,0.0
8.95,7.25,7.17,0.0
8.64,7.07,6.99,0.0
9.02,7.35,7.29,0.0
9.02,7.35,7.29,0.0
9.03,7.52,7.52,0.0
9.03,7.52,7.52,0.0
9.03,7.52,7.52,0.0
8.9,7.61,7.59,0.0
8.9,7.61,7.59,0.0
8.9,7.61,7.59,0.0
8.8,7.83,7.66,0.0
8.8,7.83,7.66,0.0
8.8,7.83,7.66,0.0
8.8,7.83,7.66,0.0
8.8,7.83,7.66,0.0
19.1,13.07,14.5,0.0
19.1,13.07,14.5,0.0
18.8,14.9,15.15,0.0
19.09,14.54,15.09,0.0
19.09,14.54,15.09,0.0
19.97,14.26,14.56,0.0
23.48,15.22,15.94,0.0
22.58,14.45,15.67,0.0
22.58,14.45,15.67,0.0
22.58,14.45,15.67,0.0
22.58,14.45,15.67,0.0
20.05,14.19,15.65,0.0
18.75,13.43,14.72,0.0
18.75,13.43,14.72,0.0
18.75,13.43,14.72,0.0
14.94,11.99,11.98,0.0
15.44,12.38,12.39,0.0
15.23,12.43,12.3,0.0
16.56,13.09,13.04,0.0
17.0,13.15,13.36,0.0
17.0,13.15,13.36,0.0
17.0,13.15,13.36,0.0
17.0,13.15,13.36,0.0
16.37,13.33,14.12,0.0
16.37,13.33,14.12,0.0
16.37,13.33,14.12,0.0
15.6,13.23,13.78,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
16.05,12.97,13.77,0.0
18.26,14.01,15.5,0.0
18.26,14.01,15.5,0.0
18.16,14.6,15.44,0.0
18.16,14.6,15.44,0.0
18.16,14.6,15.44,0.0
19.1,13.64,14.5,0.0
19.1,13.64,14.5,0.0
19.1,13.64,14.5,0.0
19.0,14.17,15.21,0.0
19.09,13.82,14.49,0.0
19.97,13.79,14.56,0.0
19.97,13.79,14.56,0.0
23.39,14.51,15.66,0.0
23.64,14.6,16.17,0.0
20.4,14.04,15.62,0.0
19.67,13.77,15.29,0.0
19.67,13.77,15.29,0.0
19.11,13.6,15.13,0.0
19.11,13.6,15.13,0.0
19.11,13.6,15.13,0.0
19.11,13.6,15.13,0.0
19.11,13.6,15.13,0.0
19.11,13.6,15.13,0.0
18.99,14.35,16.02,0.0
17.59,13.9,15.57,0.0
17.57,14.0,15.47,0.0
17.23,13.41,15.03,0.0
17.25,13.52,15.23,0.0
16.88,13.19,14.89,0.0
16.97,13.09,14.69,0.0
17.33,13.09,14.75,0.0
17.33,13.09,14.75,0.0
17.41,13.28,15.16,0.0
16.46,13.19,15.36,0.0
15.69,13.24,15.36,0.0
15.63,15.63,15.63,0.0
16.09,13.37,15.66,0.0
16.09,13.37,15.66,0.0
17.34,13.19,15.29,0.0
19.18,13.34,16.3,0.0
19.22,13.05,15.28,0.0
19.47,13.55,15.64,0.0
19.07,13.97,15.91,0.0
19.34,14.32,16.27,0.0
19.34,14.32,16.27,0.0
19.73,13.83,15.59,0.0
18.38,14.06,16.67,0.0
15.31,14.36,16.13,0.0
14.84,14.3,16.2,0.0
15.44,14.85,16.92,0.0
18.87,14.06,15.98,0.0
22.71,14.17,16.19,0.0
34.3,14.72,16.33,0.0
38.06,14.66,16.6,0.0
36.92,15.03,17.25,0.0
26.85,14.8,15.65,0.0
22.17,15.05,15.62,0.0
19.27,14.91,17.22,0.0
19.16,15.23,18.53,0.0
18.83,15.47,19.17,0.0
18.83,15.47,19.17,0.0
20.62,15.12,18.56,0.0
21.03,15.42,19.02,0.0
21.51,15.67,18.84,0.0
21.61,15.64,19.27,0.0
21.65,15.57,19.39,0.0
21.43,15.64,19.6,0.0
21.24,15.68,19.89,0.0
21.32,15.72,19.95,0.0
23.99,16.02,21.12,0.0
24.45,16.22,20.94,0.0
23.97,16.16,20.44,0.0
18.51,13.85,14.9,0.0
18.51,13.85,14.9,0.0
19.72,13.9,15.31,0.0
19.72,13.9,15.31,0.0
22.58,14.09,15.67,0.0
22.58,14.09,15.67,0.0
22.58,14.09,15.67,0.0
19.67,13.48,15.29,0.0
19.67,13.48,15.29,0.0
19.21,13.12,15.19,0.0
19.47,13.14,15.61,0.0
19.47,13.14,15.61,0.0
19.47,13.14,15.61,0.0
18.05,13.28,15.54,0.0
18.05,13.28,15.54,0.0
17.57,13.42,15.47,0.0
17.35,13.08,15.12,0.0
16.7,12.77,14.8,0.0
17.32,13.02,15.23,0.0
17.77,12.92,15.07,0.0
17.25,12.63,14.64,0.0
17.41,12.83,15.16,0.0
16.17,12.74,15.11,0.0
15.62,12.66,15.0,0.0
15.63,13.04,15.01,0.0
15.65,15.65,15.65,0.0
15.89,12.81,15.47,0.0
17.38,13.23,15.69,0.0
19.18,13.2,15.61,0.0
19.22,12.91,15.28,0.0
19.47,13.43,15.64,0.0
19.33,13.94,16.1,0.0
19.33,13.94,16.1,0.0
19.49,13.46,15.46,0.0
16.22,13.49,14.06,0.0
15.31,14.13,16.13,0.0
14.84,14.17,16.2,0.0
18.87,17.87,20.9,0.0
18.87,17.87,20.9,0.0
20.21,13.72,15.51,0.0
31.93,14.53,17.29,0.0
40.11,14.54,17.5,0.0
38.04,14.6,16.94,0.0
26.85,12.95,14.73,0.0
26.85,12.95,14.73,0.0
25.16,14.65,18.16,0.0
22.17,14.96,17.6,0.0
19.42,14.6,17.34,0.0
19.16,15.1,18.26,0.0
18.38,15.21,18.11,0.0
19.15,12.99,14.97,0.0
19.38,12.68,14.44,0.0
22.8,13.35,15.63,0.0
22.8,13.35,15.63,0.0
22.8,13.35,15.63,0.0
22.8,13.35,15.63,0.0
19.21,12.71,15.14,0.0
19.21,12.71,15.14,0.0
18.93,12.68,15.38,0.0
18.93,12.68,15.38,0.0
19.2,12.55,15.28,0.0
19.15,12.98,16.14,0.0
18.98,13.01,16.23,0.0
18.98,13.01,16.23,0.0
17.02,12.26,15.0,0.0
17.02,12.26,15.0,0.0
16.97,12.05,14.83,0.0
17.77,12.19,15.07,0.0
17.06,11.84,14.64,0.0
16.46,12.16,14.44,0.0
15.63,12.32,15.01,0.0
15.63,12.32,15.01,0.0
15.63,12.23,15.42,0.0
16.24,12.18,15.31,0.0
18.36,12.57,15.71,0.0
19.16,12.39,15.4,0.0
19.33,12.61,15.55,0.0
18.58,12.53,15.42,0.0
18.58,12.53,15.42,0.0
19.32,12.47,15.95,0.0
19.75,12.55,15.68,0.0
18.87,12.56,15.34,0.0
15.31,12.86,16.13,0.0
15.04,13.03,16.67,0.0
15.2,13.25,16.94,0.0
16.33,12.71,17.0,0.0
19.25,14.38,14.95,0.0
25.02,12.84,15.81,0.0
27.17,12.9,14.55,0.0
27.17,12.9,14.55,0.0
37.38,13.34,16.81,0.0
29.84,13.07,17.59,0.0
19.58,12.56,15.94,0.0
19.58,12.56,15.94,0.0
17.76,13.43,17.51,0.0
18.38,13.88,18.72,0.0
19.91,13.59,19.15,0.0
20.62,13.67,18.67,0.0
21.16,13.98,19.0,0.0
21.51,13.7,18.84,0.0
21.7,13.85,19.34,0.0
21.25,13.67,19.45,0.0
21.24,14.01,19.89,0.0
21.69,14.31,20.28,0.0
22.14,13.9,20.01,0.0
24.45,14.62,20.94,0.0
23.96,14.45,20.59,0.0
24.5,14.69,21.0,0.0
24.5,14.69,21.0,0.0
19.05,13.35,15.67,0.0
19.05,13.35,15.67,0.0
19.15,12.59,15.12,0.0
19.91,12.62,15.1,0.0
23.48,13.4,16.32,0.0
23.48,13.4,16.32,0.0
22.58,12.48,15.3,0.0
20.57,12.3,15.32,0.0
19.67,12.24,15.28,0.0
19.21,11.96,15.19,0.0
19.21,11.96,15.19,0.0
19.21,11.96,15.19,0.0
19.21,11.96,15.19,0.0
17.59,12.21,15.57,0.0
17.49,12.13,15.41,0.0
16.7,11.67,14.8,0.0
16.7,11.67,14.8,0.0
16.97,11.47,14.83,0.0
17.31,11.49,14.74,0.0
17.12,11.38,14.55,0.0
16.17,11.52,15.11,0.0
15.64,15.64,15.64,0.0
15.65,15.65,15.65,0.0
15.63,11.67,15.42,0.0
18.41,12.74,17.21,0.0
19.22,12.14,15.93,0.0
19.22,12.14,15.93,0.0
19.37,11.85,15.96,0.0
18.58,11.83,15.88,0.0
19.34,11.88,15.96,0.0
16.22,10.48,13.34,0.0
16.22,10.48,13.34,0.0
15.2,11.85,16.0,0.0
14.78,12.13,16.34,0.0
14.95,12.21,16.63,0.0
16.33,11.84,17.0,0.0
19.25,11.8,16.25,0.0
23.92,11.96,16.79,0.0
27.17,12.1,15.82,0.0
40.11,12.3,16.8,0.0
36.92,12.47,16.72,0.0
29.45,12.41,17.46,0.0
22.17,12.54,18.61,0.0
18.99,12.42,17.9,0.0
18.38,18.38,18.38,0.0
20.64,12.99,19.82,0.0
20.64,12.99,19.82,0.0
21.05,12.94,18.83,0.0
21.71,12.77,18.99,0.0
21.71,12.77,18.99,0.0
21.25,12.7,19.07,0.0
21.49,12.94,19.88,0.0
22.03,13.42,20.32,0.0
22.15,13.03,19.32,0.0
22.15,13.03,19.32,0.0
24.08,13.66,20.67,0.0
23.75,14.0,20.78,0.0
23.75,14.0,20.78,0.0
18.12,12.23,15.03,0.0
18.95,12.0,15.0,0.0
19.38,11.69,14.44,0.0
22.58,12.11,15.39,0.0
22.58,12.11,15.39,0.0
22.58,12.11,15.39,0.0
19.38,11.57,14.44,0.0
23.39,12.5,16.05,0.0
23.39,12.5,16.05,0.0
23.39,12.5,16.05,0.0
20.4,12.05,15.38,0.0
19.38,11.86,15.26,0.0
19.21,11.71,15.14,0.0
19.21,11.71,15.14,0.0
18.45,11.45,14.93,0.0
18.45,11.45,14.93,0.0
18.88,11.76,15.51,0.0
18.05,11.94,15.78,0.0
18.05,11.94,15.78,0.0
17.23,11.42,15.15,0.0
17.02,11.41,15.05,0.0
17.32,11.38,15.23,0.0
17.77,11.26,15.07,0.0
17.06,10.97,14.5,0.0
16.62,11.11,14.56,0.0
15.61,11.31,15.28,0.0
15.61,11.31,15.28,0.0
15.7,11.28,15.49,0.0
17.34,11.39,15.66,0.0
19.18,11.53,15.61,0.0
19.25,11.33,15.37,0.0
19.33,11.52,15.93,0.0
18.84,11.66,16.06,0.0
19.32,11.43,15.95,0.0
18.87,11.12,15.07,0.0
18.87,11.12,15.07,0.0
15.43,11.49,15.72,0.0
15.04,11.83,16.67,0.0
15.44,12.07,17.15,0.0
18.34,12.15,19.18,0.0
20.21,11.39,16.11,0.0
27.85,11.61,16.05,0.0
36.85,12.0,16.87,0.0
39.45,11.9,16.69,0.0
33.49,12.07,16.48,0.0
33.49,12.07,16.48,0.0
33.49,12.07,16.48,0.0
23.24,11.8,15.83,0.0
22.58,11.42,15.3,0.0
22.58,11.42,15.3,0.0
22.58,11.42,15.3,0.0
22.58,11.42,15.3,0.0
18.99,11.02,15.06,0.0
20.21,11.08,15.6,0.0
18.93,11.22,15.38,0.0
19.15,11.21,15.13,0.0
19.15,11.21,15.13,0.0
19.15,11.21,15.13,0.0
17.45,11.12,15.33,0.0
17.32,11.0,15.15,0.0
17.32,11.0,15.15,0.0
16.88,10.79,14.89,0.0
17.35,10.79,14.97,0.0
17.25,10.62,14.69,0.0
16.83,10.6,14.72,0.0
16.17,10.67,15.51,0.0
15.64,15.64,15.64,0.0
18.74,18.74,18.74,0.0
18.74,18.74,18.74,0.0
18.74,18.74,18.74,0.0
18.74,18.74,18.74,0.0
18.99,11.64,15.77,0.0
17.59,11.32,15.57,0.0
17.23,11.26,15.3,0.0
17.23,11.26,15.3,0.0
17.32,11.23,15.37,0.0
17.32,11.23,15.37,0.0
17.77,17.24,17.34,0.0
17.32,16.97,16.97,0.0
16.46,17.24,17.24,0.0
15.62,16.98,17.64,0.0
15.49,17.57,18.03,0.0
16.09,18.24,18.76,0.0
16.09,18.24,18.76,0.0
17.34,17.83,18.09,0.0
19.17,18.46,18.46,0.0
19.33,17.81,17.89,0.0
19.33,17.81,17.89,0.0
18.39,18.39,18.39,0.0
19.34,18.23,19.14,0.0
19.49,17.65,17.76,0.0
18.01,18.75,17.75,0.0
15.43,17.87,18.87,0.0
15.04,18.7,19.11,0.0
15.2,19.08,19.6,0.0
18.87,18.06,18.59,0.0
22.38,18.63,19.64,0.0
27.17,18.53,19.39,0.0
36.85,19.3,19.77,0.0
39.45,19.25,20.31,0.0
33.49,19.66,19.99,0.0
20.41,17.0,16.84,0.0
19.58,18.71,17.36,0.0
19.58,18.71,17.36,0.0
19.26,20.68,23.22,0.0
18.77,20.28,22.88,0.0
19.07,18.98,21.87,0.0
20.64,19.36,22.19,0.0
21.16,20.04,22.79,0.0
21.46,20.07,22.83,0.0
21.4,19.77,22.75,0.0
21.45,19.82,23.14,0.0
21.25,19.52,23.22,0.0
21.49,20.13,24.19,0.0
21.31,20.44,24.09,0.0
22.28,20.28,23.76,0.0
24.19,20.85,25.18,0.0
24.19,20.85,25.18,0.0
23.74,21.21,25.05,0.0
22.54,20.86,24.78,0.0
19.11,19.26,17.46,0.0
18.75,17.89,16.81,0.0
18.75,17.89,16.81,0.0
18.75,17.89,16.81,0.0
19.15,20.58,19.76,0.0
17.11,18.24,17.59,0.0
17.49,19.97,19.22,0.0
17.35,19.55,18.83,0.0
17.25,19.66,19.15,0.0
17.32,19.39,19.02,0.0
17.31,18.79,18.19,0.0
16.62,18.44,18.24,0.0
15.49,18.27,17.95,0.0
15.49,18.27,17.95,0.0
15.7,18.44,19.5,0.0
15.7,18.44,19.5,0.0
18.41,20.33,22.29,0.0
18.41,20.33,22.29,0.0
19.25,19.25,19.25,0.0
19.37,19.37,19.37,0.0
18.93,19.29,19.6,0.0
18.39,18.93,19.48,0.0
19.32,18.81,19.69,0.0
19.73,18.77,19.5,0.0
18.38,19.23,21.23,0.0
15.31,19.56,18.41,0.0
14.84,19.56,20.61,0.0
14.95,19.96,21.05,0.0
15.25,18.42,19.82,0.0
19.25,18.95,20.58,0.0
22.38,20.1,20.36,0.0
34.3,20.96,22.03,0.0
39.45,21.0,22.43,0.0
33.69,20.94,23.09,0.0
25.16,21.01,23.93,0.0
20.41,21.36,23.85,0.0
19.2,21.68,23.52,0.0
17.76,21.33,23.02,0.0
19.07,20.89,23.2,0.0
20.62,21.42,24.5,0.0
21.45,22.62,25.44,0.0
21.74,22.33,25.33,0.0
21.92,22.51,25.97,0.0
21.25,21.72,25.55,0.0
21.25,21.72,25.55,0.0
21.32,22.36,26.8,0.0
21.32,22.36,26.8,0.0
