1. uncorreted dist,2. corrected dst,3. LiDAR GT 
26.549999237060547,2.299999952316284,0
26.549999237060547,2.299999952316284,0
22.899999618530273,2.2899999618530273,0
22.899999618530273,2.2899999618530273,0
22.899999618530273,2.2899999618530273,0
23.18000030517578,2.2699999809265137,0
23.18000030517578,2.2699999809265137,0
22.760000228881836,2.2200000286102295,0
22.760000228881836,2.2200000286102295,0
22.760000228881836,2.2200000286102295,0
21.959999084472656,2.2100000381469727,0
21.940000534057617,2.1700000762939453,0
21.920000076293945,2.1600000858306885,0
22.459999084472656,2.1700000762939453,0
22.459999084472656,2.1700000762939453,0
22.399999618530273,2.1600000858306885,0
22.399999618530273,2.1600000858306885,0
21.8700008392334,2.119999885559082,0
21.68000030517578,2.119999885559082,0
21.190000534057617,2.140000104904175,0
19.549999237060547,2.119999885559082,0
13.470000267028809,2.2799999713897705,0
13.470000267028809,2.2799999713897705,0
13.470000267028809,2.2799999713897705,0
13.470000267028809,2.2799999713897705,0
13.470000267028809,2.2799999713897705,0
13.470000267028809,2.2799999713897705,0
57.25,2.0199999809265137,0
35.11000061035156,2.049999952316284,0
35.11000061035156,2.049999952316284,0
20.110000610351562,2.2100000381469727,0
20.110000610351562,2.2100000381469727,0
24.270000457763672,2.069999933242798,0
24.270000457763672,2.069999933242798,0
24.270000457763672,2.069999933242798,0
22.270000457763672,2.069999933242798,0
18.670000076293945,2.0899999141693115,0
18.670000076293945,2.0899999141693115,0
18.670000076293945,2.0899999141693115,0
19.190000534057617,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
19.530000686645508,2.069999933242798,0
21.479999542236328,2.0199999809265137,0
21.81999969482422,2.0199999809265137,0
21.440000534057617,1.9900000095367432,0
21.440000534057617,1.9900000095367432,0
21.440000534057617,1.9900000095367432,0
21.440000534057617,1.9900000095367432,0
21.440000534057617,1.9900000095367432,0
21.440000534057617,1.9900000095367432,0
21.739999771118164,1.9500000476837158,0
21.229999542236328,1.9700000286102295,0
21.229999542236328,1.9700000286102295,0
21.440000534057617,1.940000057220459,0
20.40999984741211,1.9299999475479126,0
20.40999984741211,1.9299999475479126,0
20.40999984741211,1.9299999475479126,0
20.40999984741211,1.9299999475479126,0
19.8799991607666,1.8600000143051147,0
20.020000457763672,1.850000023841858,0
19.889999389648438,1.8600000143051147,0
20.700000762939453,1.7999999523162842,0
20.239999771118164,1.809999942779541,0
19.6200008392334,1.8300000429153442,0
19.6200008392334,1.8300000429153442,0
19.6200008392334,1.8300000429153442,0
18.90999984741211,1.75,0
18.520000457763672,1.75,0
18.520000457763672,1.75,0
19.389999389648438,1.7599999904632568,0
19.209999084472656,1.7400000095367432,0
19.149999618530273,1.7400000095367432,0
18.6200008392334,1.7699999809265137,0
19.360000610351562,1.75,0
19.440000534057617,1.7799999713897705,0
19.440000534057617,1.7799999713897705,0
19.440000534057617,1.7799999713897705,0
19.440000534057617,1.7799999713897705,0
19.440000534057617,1.7799999713897705,0
19.440000534057617,1.7799999713897705,0
21.049999237060547,1.690000057220459,0
21.049999237060547,1.690000057220459,0
21.049999237060547,1.690000057220459,0
21.049999237060547,1.690000057220459,0
21.049999237060547,1.690000057220459,0
21.049999237060547,1.690000057220459,0
15.100000381469727,1.6799999475479126,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
18.0,1.600000023841858,0
20.75,1.590000033378601,0
20.75,1.590000033378601,0
18.25,1.600000023841858,0
18.25,1.600000023841858,0
18.25,1.600000023841858,0
18.18000030517578,1.590000033378601,0
18.440000534057617,1.600000023841858,0
18.440000534057617,1.600000023841858,0
18.469999313354492,1.5499999523162842,0
17.75,1.5499999523162842,0
17.8700008392334,1.5700000524520874,0
17.889999389648438,1.5499999523162842,0
19.329999923706055,1.5299999713897705,0
19.329999923706055,1.5299999713897705,0
19.329999923706055,1.5299999713897705,0
19.329999923706055,1.5299999713897705,0
19.3799991607666,1.5399999618530273,0
18.309999465942383,1.5399999618530273,0
18.309999465942383,1.5399999618530273,0
18.309999465942383,1.5399999618530273,0
18.309999465942383,1.5399999618530273,0
18.309999465942383,1.5399999618530273,0
18.399999618530273,1.4900000095367432,0
18.280000686645508,1.5,0
15.800000190734863,1.5399999618530273,0
15.800000190734863,1.5399999618530273,0
14.869999885559082,1.5499999523162842,0
14.869999885559082,1.5499999523162842,0
16.56999969482422,1.5,0
18.1299991607666,1.5099999904632568,0
19.3799991607666,1.5299999713897705,0
18.610000610351562,1.5199999809265137,0
19.200000762939453,1.5099999904632568,0
18.3700008392334,1.4800000190734863,0
18.5,1.5,0
18.139999389648438,1.4700000286102295,0
18.40999984741211,1.4700000286102295,0
18.309999465942383,1.4800000190734863,0
18.309999465942383,1.4800000190734863,0
19.479999542236328,1.4800000190734863,0
19.479999542236328,1.4800000190734863,0
23.850000381469727,1.4700000286102295,0
25.75,1.4500000476837158,0
26.770000457763672,1.4500000476837158,0
23.780000686645508,1.440000057220459,0
23.239999771118164,1.4199999570846558,0
19.15999984741211,1.4700000286102295,0
18.850000381469727,1.4500000476837158,0
18.540000915527344,1.440000057220459,0
19.450000762939453,1.409999966621399,0
19.3799991607666,1.409999966621399,0
19.559999465942383,1.399999976158142,0
19.15999984741211,1.409999966621399,0
19.15999984741211,1.409999966621399,0
20.479999542236328,1.3799999952316284,0
20.479999542236328,1.3799999952316284,0
20.790000915527344,1.309999942779541,0
19.84000015258789,1.3300000429153442,0
17.6200008392334,1.3300000429153442,0
15.289999961853027,1.350000023841858,0
14.850000381469727,1.3700000047683716,0
16.040000915527344,1.3600000143051147,0
16.040000915527344,1.3600000143051147,0
21.329999923706055,1.3200000524520874,0
26.3700008392334,1.2799999713897705,0
36.529998779296875,1.25,0
39.599998474121094,1.2599999904632568,0
42.43000030517578,1.2599999904632568,0
42.43000030517578,1.2599999904632568,0
33.790000915527344,1.2599999904632568,0
26.270000457763672,1.2699999809265137,0
22.59000015258789,1.2799999713897705,0
22.59000015258789,1.2799999713897705,0
22.06999969482422,1.2999999523162842,0
20.489999771118164,1.2999999523162842,0
19.950000762939453,1.309999942779541,0
20.510000228881836,1.2999999523162842,0
19.90999984741211,1.2999999523162842,0
19.100000381469727,1.309999942779541,0
20.139999389648438,1.2899999618530273,0
19.75,1.3200000524520874,0
21.440000534057617,1.3200000524520874,0
21.440000534057617,1.3200000524520874,0
24.959999084472656,1.2899999618530273,0
24.579999923706055,1.2799999713897705,0
22.709999084472656,1.2999999523162842,0
22.440000534057617,1.2999999523162842,0
22.139999389648438,1.309999942779541,0
22.350000381469727,1.2899999618530273,0
22.329999923706055,1.309999942779541,0
22.549999237060547,1.2899999618530273,0
22.610000610351562,1.2999999523162842,0
24.3799991607666,1.2899999618530273,0
24.90999984741211,1.2899999618530273,0
22.389999389648438,1.309999942779541,0
20.979999542236328,1.309999942779541,0
20.979999542236328,1.309999942779541,0
21.329999923706055,1.309999942779541,0
20.309999465942383,1.309999942779541,0
17.860000610351562,1.3300000429153442,0
17.5,1.340000033378601,0
17.540000915527344,1.3300000429153442,0
24.020000457763672,1.309999942779541,0
24.520000457763672,1.309999942779541,0
24.520000457763672,1.309999942779541,0
24.190000534057617,1.2799999713897705,0
19.15999984741211,1.3300000429153442,0
19.420000076293945,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
19.8799991607666,1.3300000429153442,0
21.100000381469727,1.2899999618530273,0
21.780000686645508,1.309999942779541,0
21.780000686645508,1.309999942779541,0
20.309999465942383,1.2999999523162842,0
20.079999923706055,1.2899999618530273,0
20.079999923706055,1.2899999618530273,0
20.079999923706055,1.2899999618530273,0
21.489999771118164,1.2699999809265137,0
21.489999771118164,1.2699999809265137,0
21.489999771118164,1.2699999809265137,0
21.489999771118164,1.2699999809265137,0
21.489999771118164,1.2699999809265137,0
19.68000030517578,1.2899999618530273,0
19.68000030517578,1.2899999618530273,0
19.31999969482422,1.309999942779541,0
19.56999969482422,1.2799999713897705,0
19.639999389648438,1.2999999523162842,0
19.639999389648438,1.2999999523162842,0
20.329999923706055,1.2799999713897705,0
20.329999923706055,1.2799999713897705,0
18.549999237060547,1.2899999618530273,0
18.329999923706055,1.2699999809265137,0
18.290000915527344,1.2899999618530273,0
17.81999969482422,1.2999999523162842,0
17.100000381469727,1.309999942779541,0
17.100000381469727,1.309999942779541,0
17.1299991607666,1.3300000429153442,0
17.3799991607666,1.3300000429153442,0
17.450000762939453,1.3300000429153442,0
16.059999465942383,1.2999999523162842,0
16.649999618530273,1.309999942779541,0
18.6200008392334,1.2799999713897705,0
17.0,1.309999942779541,0
18.09000015258789,1.2699999809265137,0
17.709999084472656,1.2799999713897705,0
17.420000076293945,1.2899999618530273,0
16.670000076293945,1.2999999523162842,0
16.459999084472656,1.309999942779541,0
16.59000015258789,1.2999999523162842,0
16.049999237060547,1.2799999713897705,0
16.520000457763672,1.2899999618530273,0
15.479999542236328,1.3300000429153442,0
16.450000762939453,1.2799999713897705,0
16.530000686645508,1.2899999618530273,0
17.65999984741211,1.2599999904632568,0
17.06999969482422,1.2899999618530273,0
18.229999542236328,1.25,0
18.229999542236328,1.25,0
18.239999771118164,1.2400000095367432,0
18.239999771118164,1.2400000095367432,0
18.81999969482422,1.2300000190734863,0
18.75,1.2400000095367432,0
18.920000076293945,1.25,0
17.65999984741211,1.2599999904632568,0
14.989999771118164,1.2799999713897705,0
13.6899995803833,1.2899999618530273,0
13.569999694824219,1.2899999618530273,0
13.569999694824219,1.2899999618530273,0
13.569999694824219,1.2899999618530273,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
16.059999465942383,1.2599999904632568,0
0,0,0
18.049999237060547,18.049999237060547,0
16.65999984741211,18.389999389648438,0
18.290000915527344,18.290000915527344,0
22.829999923706055,19.270000457763672,0
22.829999923706055,19.270000457763672,0
18.350000381469727,18.350000381469727,0
15.399999618530273,18.329999923706055,0
15.069999694824219,18.219999313354492,0
16.280000686645508,17.729999542236328,0
17.700000762939453,17.700000762939453,0
18.059999465942383,18.059999465942383,0
17.950000762939453,17.950000762939453,0
16.84000015258789,16.84000015258789,0
16.260000228881836,16.260000228881836,0
16.239999771118164,16.239999771118164,0
16.15999984741211,16.15999984741211,0
16.100000381469727,16.100000381469727,0
16.049999237060547,17.90999984741211,0
16.190000534057617,18.079999923706055,0
15.729999542236328,17.170000076293945,0
15.779999732971191,15.779999732971191,0
15.989999771118164,15.989999771118164,0
16.93000030517578,16.93000030517578,0
16.93000030517578,16.93000030517578,0
16.860000610351562,16.860000610351562,0
17.790000915527344,17.790000915527344,0
17.420000076293945,17.420000076293945,0
17.280000686645508,17.280000686645508,0
17.81999969482422,17.81999969482422,0
21.450000762939453,17.530000686645508,0
25.540000915527344,17.889999389648438,0
23.520000457763672,17.65999984741211,0
23.520000457763672,17.65999984741211,0
19.389999389648438,17.739999771118164,0
19.389999389648438,17.739999771118164,0
19.389999389648438,17.739999771118164,0
18.149999618530273,18.149999618530273,0
17.559999465942383,17.559999465942383,0
17.559999465942383,17.559999465942383,0
18.579999923706055,16.729999542236328,0
18.540000915527344,16.700000762939453,0
17.5,17.5,0
16.510000228881836,16.510000228881836,0
16.530000686645508,16.530000686645508,0
17.020000457763672,17.020000457763672,0
16.540000915527344,16.540000915527344,0
16.610000610351562,16.610000610351562,0
16.600000381469727,16.600000381469727,0
15.619999885559082,15.619999885559082,0
15.569999694824219,15.569999694824219,0
15.680000305175781,15.680000305175781,0
15.680000305175781,15.680000305175781,0
15.510000228881836,15.510000228881836,0
15.5,15.5,0
16.18000030517578,16.18000030517578,0
16.469999313354492,16.469999313354492,0
17.049999237060547,15.489999771118164,0
18.420000076293945,15.770000457763672,0
17.690000534057617,15.649999618530273,0
17.110000610351562,17.110000610351562,0
16.56999969482422,16.56999969482422,0
16.84000015258789,16.84000015258789,0
16.639999389648438,16.639999389648438,0
15.75,15.75,0
15.670000076293945,15.670000076293945,0
18.719999313354492,16.920000076293945,0
19.309999465942383,16.469999313354492,0
19.5,16.280000686645508,0
16.520000457763672,16.520000457763672,0
15.460000038146973,15.460000038146973,0
15.59000015258789,15.59000015258789,0
15.390000343322754,15.390000343322754,0
15.510000228881836,15.510000228881836,0
15.989999771118164,15.989999771118164,0
16.860000610351562,16.860000610351562,0
17.93000030517578,16.1299991607666,0
17.93000030517578,16.1299991607666,0
16.610000610351562,16.610000610351562,0
16.739999771118164,16.739999771118164,0
16.709999084472656,16.709999084472656,0
16.709999084472656,16.709999084472656,0
16.690000534057617,16.690000534057617,0
16.25,16.25,0
16.440000534057617,16.440000534057617,0
16.3799991607666,16.3799991607666,0
16.459999084472656,16.459999084472656,0
16.8700008392334,16.8700008392334,0
17.1200008392334,17.1200008392334,0
17.010000228881836,17.010000228881836,0
15.970000267028809,15.970000267028809,0
15.920000076293945,15.920000076293945,0
18.760000228881836,16.489999771118164,0
18.760000228881836,18.760000228881836,0
18.920000076293945,17.09000015258789,0
18.950000762939453,18.950000762939453,0
19.18000030517578,19.18000030517578,0
18.610000610351562,18.610000610351562,0
18.530000686645508,18.530000686645508,0
18.530000686645508,18.530000686645508,0
19.110000610351562,17.420000076293945,0
19.84000015258789,17.479999542236328,0
20.18000030517578,17.270000457763672,0
20.469999313354492,16.860000610351562,0
20.280000686645508,17.25,0
19.6299991607666,17.469999313354492,0
16.649999618530273,16.649999618530273,0
16.350000381469727,16.350000381469727,0
16.260000228881836,16.260000228881836,0
18.3700008392334,16.479999542236328,0
18.559999465942383,16.219999313354492,0
18.479999542236328,16.489999771118164,0
18.479999542236328,16.489999771118164,0
17.639999389648438,17.639999389648438,0
17.899999618530273,17.899999618530273,0
17.450000762939453,17.450000762939453,0
17.450000762939453,17.450000762939453,0
17.190000534057617,17.190000534057617,0
18.15999984741211,18.15999984741211,0
19.040000915527344,19.040000915527344,0
19.040000915527344,19.040000915527344,0
19.040000915527344,19.040000915527344,0
19.040000915527344,19.040000915527344,0
18.729999542236328,18.729999542236328,0
18.809999465942383,18.809999465942383,0
17.989999771118164,17.989999771118164,0
17.969999313354492,17.969999313354492,0
18.610000610351562,18.610000610351562,0
19.469999313354492,19.469999313354492,0
20.43000030517578,20.43000030517578,0
20.43000030517578,20.43000030517578,0
20.3799991607666,20.3799991607666,0
17.329999923706055,20.0,0
14.640000343322754,19.40999984741211,0
14.84000015258789,19.559999465942383,0
17.56999969482422,19.6200008392334,0
24.739999771118164,20.3799991607666,0
24.739999771118164,20.3799991607666,0
24.610000610351562,19.799999237060547,0
24.610000610351562,19.799999237060547,0
18.600000381469727,20.65999984741211,0
17.579999923706055,19.84000015258789,0
17.579999923706055,19.84000015258789,0
16.020000457763672,19.65999984741211,0
16.290000915527344,19.6299991607666,0
16.290000915527344,19.6299991607666,0
16.290000915527344,19.6299991607666,0
18.899999618530273,18.899999618530273,0
19.940000534057617,19.940000534057617,0
19.940000534057617,19.940000534057617,0
18.600000381469727,20.420000076293945,0
18.600000381469727,20.420000076293945,0
19.40999984741211,23.719999313354492,0
19.350000381469727,24.670000076293945,0
19.34000015258789,24.649999618530273,0
19.34000015258789,24.649999618530273,0
19.34000015258789,24.649999618530273,0
19.34000015258789,24.649999618530273,0
19.34000015258789,24.649999618530273,0
19.34000015258789,24.649999618530273,0
20.040000915527344,24.68000030517578,0
20.040000915527344,24.68000030517578,0
19.190000534057617,25.1299991607666,0
19.219999313354492,25.950000762939453,0
19.219999313354492,25.950000762939453,0
19.1200008392334,27.450000762939453,0
18.719999313354492,27.059999465942383,0
18.719999313354492,27.059999465942383,0
19.459999084472656,26.549999237060547,0
20.190000534057617,26.8799991607666,0
20.06999969482422,27.100000381469727,0
20.510000228881836,28.860000610351562,0
19.34000015258789,28.56999969482422,0
18.940000534057617,28.15999984741211,0
19.790000915527344,29.34000015258789,0
20.469999313354492,29.5,0
20.8799991607666,28.81999969482422,0
19.889999389648438,29.290000915527344,0
19.809999465942383,29.6200008392334,0
19.809999465942383,29.6200008392334,0
19.219999313354492,29.799999237060547,0
18.510000228881836,29.06999969482422,0
17.770000457763672,28.15999984741211,0
18.360000610351562,29.709999084472656,0
19.940000534057617,30.239999771118164,0
19.829999923706055,28.649999618530273,0
19.829999923706055,28.649999618530273,0
19.450000762939453,28.829999923706055,0
18.889999389648438,27.600000381469727,0
19.290000915527344,27.809999465942383,0
19.420000076293945,28.079999923706055,0
19.260000228881836,27.739999771118164,0
19.329999923706055,28.3799991607666,0
19.079999923706055,28.299999237060547,0
18.8799991607666,28.329999923706055,0
18.889999389648438,27.59000015258789,0
19.270000457763672,27.940000534057617,0
20.1200008392334,28.110000610351562,0
20.479999542236328,28.520000457763672,0
20.25,27.610000610351562,0
20.0,26.549999237060547,0
19.799999237060547,27.020000457763672,0
20.34000015258789,28.520000457763672,0
20.34000015258789,29.010000228881836,0
20.34000015258789,29.010000228881836,0
20.1299991607666,28.56999969482422,0
20.209999084472656,28.270000457763672,0
19.770000457763672,28.31999969482422,0
19.770000457763672,28.31999969482422,0
19.1299991607666,27.190000534057617,0
19.5,27.059999465942383,0
19.3700008392334,27.479999542236328,0
18.329999923706055,25.969999313354492,0
18.100000381469727,26.309999465942383,0
18.170000076293945,27.31999969482422,0
19.040000915527344,26.860000610351562,0
20.469999313354492,26.940000534057617,0
23.190000534057617,29.420000076293945,0
23.219999313354492,29.920000076293945,0
22.719999313354492,30.690000534057617,0
22.719999313354492,31.260000228881836,0
20.3700008392334,28.1299991607666,0
19.399999618530273,28.049999237060547,0
18.6299991607666,28.399999618530273,0
17.780000686645508,27.739999771118164,0
18.3700008392334,28.540000915527344,0
18.59000015258789,28.610000610351562,0
18.729999542236328,27.670000076293945,0
18.780000686645508,27.360000610351562,0
19.030000686645508,28.829999923706055,0
18.969999313354492,30.25,0
18.850000381469727,30.469999313354492,0
18.510000228881836,30.1200008392334,0
18.1299991607666,30.139999389648438,0
16.75,28.510000228881836,0
16.719999313354492,29.489999771118164,0
16.5,28.780000686645508,0
16.34000015258789,29.790000915527344,0
13.970000267028809,28.170000076293945,0
